ID,response_text
example_264,Yeah they can be a little high strung
example_265,Don't worry too much. Maybe talk to him about it and you'll get a better idea of what's going on.
example_266,That is such an awesome adventure you guys are on! I hope you have fun and make lots of great memories together_comma_ and that you will be able to reconnect with your friends soon!
example_267,You're welcome. I'm sorry again.
example_268,That is awesome! You should be proud of yourself!
example_269,Thats good. Its always hard to deal with young kids. I'm sure it'll be fine!
example_270,oh wow. That sounds like a great goal to have. What kind of food do you want to serve there?
example_271,I'm glad you're able to stay on top of things!
example_272,thats awesome that they were able to go through everything together.  Im so happy for you guys!
example_273,You should teach him the ways of life!
example_274,Just keep your head up and work hard_comma_ better days will come for you!
example_275,You must have done great! Good luck
example_276,I hope you'll keep it as a keepsake for the future.
example_277,"What do you mean by ""learning""? What kind of clothes should they wear to school?"
example_278,That's so nice. I love cats.
example_279,It's a little scary not being able to control that_comma_ but you have to let go of your desire to control their lives. It's hard though!
example_280,thats awesome. Congrats to her
example_281,That's good_comma_ he will get better soon!
example_282,Not right away! Give yourself some time to recover from your chocolate trauma!
example_283,It should be a warning for them too!
example_284,You should try some ginger before you go!
example_285,I'm sorry for your loss
example_286,Oh wow. It's pretty wild to think about how strong animals are sometimes!
example_287,Oh no I'm so sorry. That's horrible. You should give her your full support for sure!
example_288,That's awesome! I'm sure you'll have so much fun together
example_289,You don't even need to do that. I'm sure she won't mind. It was just a piece of tupperware.
example_290,Congratulations! You should be proud of yourself_comma_ that's really awesome.
example_291,I'll try my best!
example_292,No_comma_ but I have done online interviews before.  Sounds scary though!
example_293,Oh my goodness_comma_ I would have been so grossed out! You're such an awesome parent for not letting that get to you though.
example_294,I'm sorry. That sounds rough. Maybe try talking to them when you're all in the same room? Sometimes when we are all together and feeling stressed or overwhelmed that is when we talk more about everything. But_comma_ like you said_comma_ they don't seem to be listening.
example_295,That sounds like so much fun! Did she enjoy herself?
example_296,Awesome! You should try and bring some sunscreen.
example_297,Oh no! You must have been frustrated. I'm glad you were able to get it all out in the end though.
example_298,Sounds like you've earned that. Have you had a long week?
example_299,Did you think that they liked you?
example_300,You mean loyal and faithful in your personal relationships?  That's great.
example_301,ok_comma_ feel free to ask if you need anything else!
example_302,oh_comma_ sorry! how can I help you?
example_303,No problem_comma_ hope it's nice out there!
example_304,I hope so too.  That sounds terrible to deal with.
example_305,i get that too. But i still dont like it
example_306,Oh_comma_ what kind of association is it?
example_307,Maybe you should try getting a pet!
example_308,I hope you enjoy your trip and the food! Do you eat there often or just occasionally?
example_309,That sounds like a great life!
example_310,What did you do for your birthday?
example_311,I am sure you missed her. Did you talk on the phone?
example_312,You're welcome - hope it gets better over time.
example_313,That's great news_comma_ congrats. You must be so happy!
example_314,How long have you two been together?
example_315,That is the right attitude to have
example_316,That's very healthy and beneficial for your well-being.
example_317,ah thats nice! Hope shes feeling good for you both soon!
example_318,That's good.  We should always try to be thankful no matter what we are going through.
example_319,that is so cool!  I think that age is the best.  She can sing and play instruments_comma_ or do whatever you want with her
example_320,I hope you get everything sorted out.
example_321,Oh cool!  Maybe you can try to get a job at a company that makes video games?  I know they're always looking for people with skills in IT and programming
example_322,You could meet new people and make friends_comma_ not only you'll have a lot of fun!
example_323,Well maybe if you do some community service and act humble you'll start to earn back the respect of your family.
example_324,its all about balance it seems like. dont beat yourself up over it_comma_ just try to do better tomorrow
example_325,What kind of job does he have now?
example_326,I'm glad you were able to escape some of it!  I hate being in a situation where you can't sleep because of noise outside. It makes me so grumpy and tired for the day
example_327,It can be frustrating when we lose something like that. I am sure it will turn up eventually!
example_328,That is so sweet of them to meet your child. What a great bond they will share
example_329,you will get used to new places and people soon enough
example_330,Well in the future you might want to call someone about it.
example_331,Well at least she didn't make fun of you about it.  It sounds like your friend is a good person.
example_332,You should try to get out and do something with your friends_comma_ that way you won't feel lonely.
example_333,that's exactly what i meant
example_334,Thats good. It helps me feel better when i do too
example_335,I did after a bit of time thinking about it and weighing my options_comma_ but I've lived in one place for so long. It's hard to leave.
example_336,What about your partner? That is important too.
example_337,Oh I see_comma_ do you think you are shy or maybe you never had the chance to socialize as a kid?
example_338,Yeah_comma_ sorry about that
example_339,that sounds like fun!! im sure you will enjoy it!
example_340,I hope you were able to have a good wedding and get married!
example_341,That's cool! I love Domino's.
example_342,My name is Brian. What's yours?
example_343,That's awesome. What do you like to do in your free time?
example_344,Ah I understand_comma_ that can happen to anyone
example_345,Well good luck. I'm sure you'll hear from them soon.
example_346,You will meet new friends soon!
example_347,I am sure it will all feel better when you see her again
example_348,That's horrible! That kind of thing can be so frustrating when you're trying to do something simple like grab food. Did he say anything bad to you?
example_349,It could've ended up being a great story to tell your friends!
example_350,I agree. That was a really innocent and carefree time in your life. I'm sure you're still enjoying your current life_comma_ but it's always nice to reminisce about the good old days.
example_351,That sounds awful. It's hard to find peace sometimes I guess!
example_352,That sounds like you'll get the job!
example_353,I can understand that. But maybe you did the right thing too?
example_354,That is funny_comma_ but also bad.
example_355,That is quite worrisome! I hope the results come back good!
example_356,I remember playing outside all day long when I was a child too! It must have been awesome to be that carefree and happy.
example_357,I am sure you will succeed.
example_358,What do you think about the concept of karma?
example_359,Well_comma_ maybe you'll be better prepared next time! Just keep your head up and don't get discouraged.
example_360,Oh I see.  Yeah he did just get promoted. I've been with the company a long time and worked really hard to be in a position like this but my co-worker was only here for about 6 months_comma_ so it's a little frustrating.
example_361,I bet that makes him happy.
example_362,Exactly! And if you steal something from a store and get caught_comma_ you end up paying for that one too. Not worth the risk. I'm glad you didn't feel like doing it in the first place.
example_363,Oh my goodness! I hope she's still with you in spirit. Animals are like family_comma_ we love them so much.
example_364,I specialize in emergency medicine.
example_365,That is an amazing achievement! My grandmother did something similar at the age of 63. I am proud of you too.
example_366,I think we all go through that phase in our lives where we feel miserable and just need a change. It's good to have something to compare things to so you can see how lucky you really are!
example_367,That's so nice of him! I'm glad you were able to get it taken care of before it had a chance to cause any damage.
example_368,I know what you mean. People can be nasty when they're famous. You should just try to stay away from them_comma_ even if you do know them.
example_369,I know_comma_ it does seem like that's when life was easier. It was a different time back then. I'm not sure why things are harder now compared to before but they are so much more stressful for some reason!
example_370,That's awful! Do you think they'll come back to your place again?
example_371,Hopefully so
example_372,I hope everything works out for you in the end!
example_373,That's awful! I'm so sorry that happened to you.
example_374,I'm glad your cat is affectionate of you though! Hopefully you can train her away from rubbing on your face. That sounds painful for you.
example_375,Wow! That is a pretty exotic destination.  I am sure it will be very exciting.
example_376,I am sorry to hear that.
example_377,Nice. Did you beat a lot of people?
example_378,I'd love that too.  It seems they usually only want to talk about themselves and what's going on with their lives.
example_379,Oh I'm sorry you are having to deal with this. You will get your package eventually.
example_380,Yes it's all in the mind_comma_ we are not defined by others opinions and thoughts
example_381,That's amazing_comma_ that is so wonderful! I'm glad you guys had such a great time catching up. You should do it again soon!
example_382,That is quite scary.  I hope no one got hurt.
example_383,Good luck!
example_384,I hope you can find someone else to babysit! That is such a bummer
example_385,It's not fair.  But it will get better one day. I hope you're happy for now.
example_386,You should start saving money and try to buy out the minesite or maybe get a new job in another city?
example_387,I have a few people like that in my life too.
example_388,What a great friend. How do you repay her?
example_389,Haha! It sounds like you were only slightly more coordinated than me!
example_390,It's hard. I'm sure it won't happen again though.
example_391,Give it some time he'll be fine!
example_392,Oh my goodness! That's good to hear! You are lucky it all turned out well and your dogs were not hurt.
example_393,Yes it is! So hard to get them to stop peeing in the house. They just don't understand that they're not supposed to do that!
example_394,I'm glad to hear that!
example_395,Seeing my new grandbaby made me feel the same way!  I just love watching them grow and learn...they bring so much joy
example_396,Good luck with the interview!
example_397,Oh no I am sorry to hear that. Is it because of health issues?
example_398,LOL.  I've heard of that game.  Mine are also into Roblox and Minecraft.  Those kids keep me busy!
example_399,Oh no! I hope she gets better soon!
example_400,Absolutely!  Did you have an instructor or teacher to help?
example_401,They have no right. Hopefully nothing bad happened.
example_402,That's awesome! Did you cheer her on?
example_403,Oh my goodness.. That must have been embarassing.
example_404,I know right_comma_ the worst part is that you don't even get to talk to anyone while you're waiting! It's just quietness and boredom for a long time.
example_405,Absolutely_comma_ I've never felt so happy in my life. And now that I have one_comma_ I feel like it's my responsibility to protect them and make sure they're okay. It's a great feeling.
example_406,Oh yes. I miss that too.
example_407,Oh wow! That's really interesting.
example_408,My youngest doesn't cry much anymore_comma_ but they all do in the beginning!
example_409,Oh my gosh. I bet that was nice to get away from all the chaos.
example_410,I am sure you will always be proud of him. That is the best way to look at it
example_411,oh no! why doesnt he just quit then?
example_412,That is so cool!
example_413,Yes I do_comma_ 2 boys.
example_414,Haha. Old Beanie babies still hold up well.
example_415,That is the best thing to teach them at that age- how hard work will pay off in the future.
example_416,Oh no_comma_ is she ok now?
example_417,I'm glad to hear that she's okay now. You're so lucky.
example_418,That is awesome. Strays can be so hard to get used to at first.
example_419,Oh no! That sounds so terrifying.
example_420,Oh my goodness! What did she do?!
example_421,That is good. I hope you get to take a vacation soon!
example_422,Congratulations!! That is amazing news! Do you have everything ready?
example_423,Oh that is really smart! I am going to have to try that. It sounds like you are well prepared for it.
example_424,Oh yeah_comma_ boys are just so cute!
example_425,Oh no!! So he just went and bought you a different color?!
example_426,You should be very happy with yourself and keep up the great work. What degree are you studying?
example_427,I love that advice. I need to do it myself.
example_428,I prefer skim as well...it doesn't clog the arteries like whole milk does
example_429,it is so true! im sorry you went through this
example_430,I hope that he will get back on track!
example_431,That sounds like a nice vacation for me right now. You deserve one after that.
example_432,Oh goodness_comma_ I'm so sorry. He must have known it was going to be your anniversary since you two got married on the same day of the year each year!
example_433,What?!  That sounds like my dad!
example_434,Oh! That's cool_comma_ you must have been so happy to find that painting of your wife.
example_435,Wow that sounds rough_comma_ but I'm sure it was worth it
example_436,I'm glad to hear you're doing well! That's what matters most_comma_ I'm sure
example_437,That's so sweet! That sounds like a really nice time.
example_438,Oh wow_comma_ you are a very strong person for not letting your desire get in the way of your goals.
example_439,Exactly_comma_ my parents didn't have the means to do anything for me_comma_ so it feels like I was on my own from the very beginning. It's difficult because you want them to be happy and proud of what you've accomplished_comma_ but at the same time they're not there to help with that as much as we'd like
example_440,I'm sorry about your loss.
example_441,Yeah_comma_ that's tough. Babies are the best but they do make everything more complicated
example_442,Yes_comma_ good hydration really does help with skin health
example_443,Wow that is crazy. Did you tell her how you felt?
example_444,I agree! Those are great games for sure! Especially Sonic.
example_445,Oh my_comma_ that sounds terrifying!
example_446,good for her.
example_447,It sounds like it's not going well.  What's going on?
example_448,That is awesome. That must've been really rewarding to nurse that kitten back to health!
example_449,Wow_comma_ I'm impressed by her determination_comma_ that is an incredible feat.
example_450,It's always good to be prepared and have a plan in case of emergencies.
example_451,That is so sweet of him! I bet she was overwhelmed with joy when he proposed.
example_452,Those are great cars. They're perfect for city driving and small spaces.
example_453,It is a huge job_comma_but it will be fun and rewarding when it is all complete
example_454,I hope they come up with something new soon. You should report this and see if they have any international shipping options.
example_455,That really doesn't sound good at all. That would get to anyone. I hope you have found some way to deal with that in the past.
example_456,I'm sure you will get through it.  It's hard when unexpected things happen like that.
example_457,That's horrible_comma_ I hope you didn't lose your deposit.
example_458,Oh okay. I'm sorry to hear that. Did you talk her down from it?
example_459,Awesome! That is awesome congrats again!
example_460,Well at least your child felt better!  You have some good reason for not going_comma_ too.
example_461,Oh_comma_ so you're talking about someone sitting with a guy you wanted to be with at a bar?
example_462,Oh no_comma_ that is not nice at all.
example_463,That sounds like a solid plan!  Good luck!
example_464,Secrets can be hard to keep but if you have apologized and made amends then its good!
example_465,It is horrible to be homeless_comma_ but you must have been really desperate?
example_466,tell her anyway _comma_ it's better that way now_comma_ than later when your guilt becomes unbearable.
example_467,i hope things get better for you.
example_468,It's wonderful to see children do well and feel good about it too. Hope she will grow up to be a great artist_comma_ or whatever she wants to be.
example_469,hmm thats interesting. what were you lied about?
example_470,im not sure about that... but it is true for me and lots of other people.
example_471,lol i bet that didnt feel good at all. you must have been tempted though
example_472,I hope you find the right time for it and have another furry friend in your life again.
example_473,Dang you must have had your foot on the gas.  Glad you were able to escape and make it home safely.
example_474,Thank you_comma_ I'm happy to forgive. It happens. What were you going to say about being apprehensive?
example_475,Oh that sounds interesting. How did you get into that game?
example_476,How long ago was this?
example_477,It's better than wearing your boxers!
example_478,Oh my goodness what a wonderful surprise! That sounds like it will be so much fun_comma_ I hope you have a great time with your Grandpa.
example_479,"That sounds like such a stressful situation! But you're being very strong about it. You can do it, and you will get through it!"
example_480,It is cold and it's been raining a lot.
example_481,hahaha that is quite embarrassing_comma_ but at least you are alive still
example_482,thats good to hear
example_483,thats awesome. You will do great!!!
example_484,That sounds like a fun time.  How long will you be there for?
example_485,I would.  Its rude to not let people know if they are going to use your facilities.
example_486,That's awesome! I'm sure it will give you so much happiness living there.
example_487,i agree..its always good for someone who can help out
example_488,I'm not into racing at all_comma_ I don't understand why.
example_489,That sounds like an exciting and fulfilling project.  Congratulations!
example_490,Wow_comma_ nice! I've always wanted one of those. I'm sure it's so convenient to drive.
example_491,Oh wow you must be so happy and grateful! What kind of watch is it?
example_492,You will find something_comma_ don't worry.
example_494,oh no_comma_ that must have been hard on you
example_495,Well at least you got to try it out.
example_496,yes we were. they are gone now so its always hard to think about them without crying
example_497,I bet it was nice to reminisce with the family.  Are you going to do that every time you clean out boxes?
