id,model_response
67,I agree fully_comma_ it would be nice to have some real leaders with vision.
68,I have not seen it but I would love to see it when my kids are a bit older.
69,Thats really sweet!  I'm glad your mom got to feel loved that day!
70,I agree but I will try my luck on the next one.
74,That is the worst_comma_ I get a little anxious just thinking about it.
75,That's crazy_comma_ you were really invested in it.
78,Wow_comma_ that is exciting for you. That sounds like a great experience. Did he turn out well? What breed is it?
79,Oh you're going to be happy!
81,That sounds like a great job! Good luck with your studies.
84,It sounds like it brought up some great memories for you!
86,"Yes, we went to church and playdates with friends who were nice and didn't have any mean streaks."
87,You're right! It's so bad!
88,You should try saving some of your own money and then give them what you can_comma_ not the whole thing.
89,Haha! That's my favorite flavor. And ugh don't even get me started on the ants! So annoying. And I agree with you_comma_ they march to work and expect everything to be clean when they got there too?
90,I'm glad it did. That's one of the ways we can keep memories and loved ones alive.
91,Exactly_comma_ it's nice to know there is still good out there!
93,That's good_comma_ I like having candles around at least in the winter time for ambiance lol
95,Oh no_comma_ I hope it's not a female cat. They can be super feisty!
96,Awesome! I'm sure you're very proud of him.
98,That is quite an accomplishment! I bet he'll be a millionaire by the time he's 30.
99,I don't blame you_comma_ but i can understand why you'd want some memories of your childhood.  You're just trying to move on with your life
104,"I would've been so annoyed_comma_ but I'm glad you took the high road and laughed about it. Good friend, eh?"
105,That is awesome!  Pets are so much fun to be around
106,You'll get there. Stay positive.
107,Do you have any other people you are interested in?
109,thats awful_comma_ did it resolve?
110,That's so scary! What neighborhood were you living in?
112,That's nice of you. Is she still working?
114,I do as well.. its nice to know that we are not alone in this world
115,Well good luck with that! It sounds like you've got your heart on your sleeve_comma_ I hope everything works out in the end.
117,Oh cool! That sounds really interesting. I'm sure you'll be successful with that degree.
118,I liked the new horror film with the girl from The Hunger Games_comma_ but it was very gory
119,Yeah_comma_ it's hard to see how many people who usually align with us are supporting this guy_comma_ but that's the way it is. But you know what? If we're lucky_comma_ he'll just blow himself up and we can move on. It would be a good thing for America.
120,well good luck with that
121,Nice guy_comma_ I hope you guys will have a good time together
123,It's hard to do when it feels like she is already gone. I hope things work out for you.
125,I think it helps prevent so many problems.
126,I'm sure he'll be fine with time.
127,You can. Just stay positive and keep working hard
128,No not yet! but that does not mean I will never find love!
129,Yes_comma_ my family is important to me too.
130,Did you replace the card and apologize to your friend or was it too late?
131,Wow. That is one way to deal with it. I am sure people were shocked.
132,Are you excited for that?
134,You could always get a pet!
135,You can do it.
136,That's a good way to go about it.  Tell him too that you need them for dinner and he can't have any snacks before dinner.
137,i do too my mom i miss her the most when she is away.
139,Yes_comma_ I did. It was tough to swallow
140,ah i see. thats sad. how is your wife doing now?
141,Well good luck with your interview! You must be the best prepared candidate for the position!
142,Haha nice! You're rocking and rolling!
143,Man. That sucks. At least he won't be taking the wheel for too long.
146,I usually get the hot chocolate with whipped cream. It's yummy and I love the extra whipped cream!
147,That is awesome_comma_i am so happy for you
149,I am sorry to hear that. Hopefully they will improve in service.
150,Oh man_comma_ that is very kind of her!
151,Oh my god_comma_ you are a lucky person.  That must've been such an awkward thing to deal with.
152,That sounds like a lot of work but I can see why it would be worth it!
154,ah_comma_ well you can't get too upset. Just make sure to talk to him and help him understand the gravity of it all.
155,Yeah_comma_ praying can do good things to help you out.  What are your plans?
156,That is sad but awesome at the same time. Thats so cool that he still can do music despite being blind.
157,that is so frustrating! I hope your car gets fixed soon!
158,That is crazy.  I've only been married once.  And she has one child and we're having another girl.  That's a lot of kids.
159,Oh my! I can't imagine how strange that was and terrifying at the same time. Do you try to stay up during Halloween?
160,Oh man_comma_ thats a really bad situation. I hope you have enough money to live comfortably there.
161,That is very good luck
163,Oh my goodness...You need to lay off the Batman movies and comics..and probably a lot of other stuff too lol
164,Absolutely. I am so thankful every day too and try to share that with others as well.
165,thats awesome that they didnt make fun of you or anything
166,"I do as well. It seems like just yesterday that we were in our teens and listening to ""Smells Like Teen Spirit"" on our boomboxes."
167,Oh I see. Thats terrible. Did you get another dog after that?
168,Yes it's very good to give. We need more of this kind of mentality!
169,That's a shame because people are more forgiving than you think and the guilt is really eating away at you. You should be honest with yourself_comma_ if not others. What did you do?
170,Well you did what you had to do to protect yourself. That's good on your part.
171,That is understandable_comma_ I would have done the same thing!
172,That is awesome. You are very lucky to have such a great father.
173,Oh wow_comma_ how did it end between the two of you?
174,Oh wow_comma_ that's rough! What happened?
175,That is horrible_comma_ that has happened to me too!
176,Yeah its still a thing today_comma_ most states allow it
177,That's awesome that you are still holding onto memories of him! It shows he had an impact in your life.
178,That sounds like an awesome gift!  Is it something you can use?
179,Oh no_comma_ I hope things go right for both of them
180,You could've called the cops lol
181,Oh my yes! I did it!
182,You are so inspiring!
183,Oh my goodness_comma_ what happened?
184,I know right? You just can't compete with the classics!
185,That sounds awesome! I need to check that out for sure!
186,You are on your way! You sound very confident about it. That is good.
187,That's good that you're trying though!
188,Yeah you should be proud of yourself! You are a great guy!
190,That sounds like it would be pretty cool! I hope he gets the job too!
191,I would have been also! So afraid of being alone at night.
193,That sounds awful and frightening!
194,Oh no! What was it about?
195,That's so cool that you got to relive some memories!
196,I know right? It's ridiculous for something that is supposed to be filling.
197,Ugh yeah those are the worst! Mine are usually nothing but it's still annoying lol
198,That is cool! What kind of components did you work with?
200,Wow that is a long flight_comma_ do they speak English?
202,Awesome! I have one myself. Do you take him for walks around the house or just in your yard?
203,haha good for you!
204,I'm glad you weren't too upset with her. It's good that you were able to work it out and move on.  How'd the rest of the date go?
205,You will get your rest when you are older! Enjoy every moment of it for now.
206,Good call
207,You're right. It's all part of growing up.
208,That sounds like fun.  I am glad everything worked out for you guys
209,I can imagine. You must have felt happy.
210,that sucks_comma_ i hope you can make amends with him
211,Thats not much fun I am sure it was not easy for you!
212,I'm sorry! You'll get through this I hope your dog is happy and healthy.
213,That is really cool_comma_ Im sure that was the best Christmas present you could have asked for!
214,I would be terrified to death!
215,Well that's good. I would have been very upset if my girlfriend was talking to someone else.
216,oh wow thats so rude. i'm sorry to hear that buddy! i hope your dog gets cleaned up.
217,You should be_comma_ keep going you got this.
218,That's good. She sounds like a great partner if she is willing to give you another chance.
219,Yeah_comma_ maybe start with a little dirt bike and work your way up.
220,I know he did. I hope they gave him a nice funeral and burial.
221,Yeah it's hard to do anything about it once it happens!
222,I can imagine. I bet she felt the same way.
225,I know what you mean. I don't like to think that people are better than me in real life
226,That's so sweet of you! You're brave. That's good advice too. Well_comma_ I hope nothing bad happens and you can live your life without being scared of tornadoes!
228,That makes me want to go so bad now lol. Thanks for the tip.
230,Nice job - I bet you feel safe knowing he's out there protecting people. And good on him for getting a job that lets you spend time at home with your baby!
231,you may need lasik surgery!
232,I hate that too. People should be more considerate. Maybe I'll try taking my groceries online so the car doesn't get too packed when I pull up to the entrance.
233,same here_comma_ my first child was only 1 month old and she wanted to be held all the time. My husband got up with her for 5 years straight
234,I don't really have any family around here so it's pretty lonely sometimes. But its nice to see them when they come by!
235,i know. it goes by so quick
236,It is very difficult when bills pile up. I'm glad you were able to get everything paid though.
237,Wow_comma_ congratulations! That's such an amazing accomplishment to work so hard for!
238,I hope you do!  That is awesome.
239,You deserve better. He is no good to you.
240,Don't worry about it. I am sure you will not drive a car in your life. But if you do then be careful.
241,That sounds pretty cool. I would like to start doing that too.
242,So annoying!!!
243,I met them through Facebook. I'm happy to hear that you found a partner. That is such an accomplishment for me as well. Hopefully our kids will grow up with the same kind of trust and openness.
245,Are you married?
246,You are right. She sounds smart and capable. Good for her!
247,That can be so irritating!  It's like it forgets you took it out and just does it anyway.  I'm sure your dog knows exactly what is going on.
248,Well that is great. Good luck!
249,Oh lol.  Yeah thats crazy.  I hate when that happens. It makes me jump and run around the room
250,Exactly! I like it too.  I hope you continue to enjoy your life!!
251,Oh haha I see. Well in that case_comma_ I'm glad you were so happy and had fun. Just make sure you return the favor! Don't be a flake!
253,The Riverwalk is pretty nice and it has some good restaurants too
254,I bet it feels great. I'm happy for you.
255,Well at least you are there for him when he needs you.
256,I can't blame you at all. It's very frustrating when things aren't done as they should be.
257,Ohh yea! That sounds like a great excuse for her to go!
258,That sounds amazing. Maybe I should put my son on YouTube to get some extra cash. lol
259,What does he do? I'm sure that is a great accomplishment.
260,That's very sweet. I'm sure he will be a great soccer player when he grows up.
261,Well you'll get them next time!
262,You can also find one on Google maps
264,You should probably talk to your neighbor about how the barking is affecting you. Maybe she doesn't realize it's bothering you.
266,That must be difficult. I hope you will stay in touch.
268,That is really awesome to hear. I'm glad things worked out well for you!
271,I bet it was after months of struggling
275,I'm sure you did. Good luck
276,That's what you gotta do to keep the memories alive.
277,I agree with you completely!
278,Aww that's cute!
279,Well maybe you should let them learn from their mistakes. That's a part of growing up. It can be hard but good for them!
280,thats awesome! You should celebrate her success!
281,I'm glad he is going to be ok! That sounds really painful for him.
282,If she's cool with you then no_comma_ but if she is really upset about it_comma_ maybe yeah.  Either way_comma_ don't do it again next time. Haha!
283,Are you working for a really bad boss?
284,It might take some time to get used to the sea sickness if you are not used to it!  But hopefully you will have fun and make sure to take preventative measures before you go
287,Oh no_comma_ I'm so sorry for you and your neighbor.
288,That's awesome! That means you will get some extra help around the house too haha!
291,I hope so too.
293,Oh no! That sounds awful. I hate shopping when they have kids with them. They are loud and uncooperative.
294,Maybe you should try to be a little more assertive when talking to them about it.
295,That sounds like fun! It's nice that you guys get to spend time together at least occasionally.
296,Oh cool_comma_ nice. Which park(s) do you want to go to?
297,I can imagine. I'm sorry you had to go through that.
298,Sounds like a plan. I need that. lol
299,What kind of job are you applying for?
300,I understand better now. You're a hard worker?
301,it's okay_comma_ it was the start of our conversation
302,ok then. well dont feel bad about it then!
303,Ok. I was looking forward to chatting with you about gardening.
304,I hope so too.  Hopefully they will do something about it.
305,sounds like you have been in some kind of depression! It is very sad that there are so many lonely people out here.
307,Maybe you should ask someone over for dinner
308,I hope that you do enjoy it and have a good time!
309,That sounds like heaven!
311,Oh okay. Did you miss her much?
313,That sounds wonderful_comma_ congrats on your pregnancy!
314,Well you are doing everything right then. I wish I had been that strong with my ex. Good for you!
317,yes that's the only way to deal with it imo!
321,oh cool! do you have experience in the field?
322,"You are not alone, I am here to help you and give you advice if you need. You can always find someone who likes to do the same thing that you like_comma_ or try something new"
324,you are right_comma_ but try to get back on track today and enjoy another one maybe?
325,That sounds amazing.  I would love to stay at home with my kids one day_comma_ but it will take some work on my part too.
326,It is tough when you live near a highway. I'm glad your neighbors are upstairs.
327,You should give yourself time. I lost my TV one time too. It took a while but after 3 years we found it under the bed
328,I am sure he will be thrilled to meet his grandparents too!
329,It will get better with time.
331,I hope your friend didn't think that there was anything wrong with you!
332,I bet. It is hard when someone leaves and you are left behind at home for a long time
333,yes exactly_comma_ we need to do this for ourselves
335,Yeah_comma_ after a lot of research and thinking about what could go wrong...I decided not to move at all. It was just too much stress
337,Well maybe try online gaming_comma_ or go to a local game store!
340,That's awesome that you stood up for your wife!  That shows that you are an awesome guy!
345,Good luck! I'm sure you'll hear back from them soon.
346,You will get out there and make friends.
350,"I get what you mean... It was the ""best of times"" then"
352,so you must be very confident!
353,I can understand that.  Don't worry about it now though.  It is all water under the bridge!
354,Is he old and frail?
357,If you work hard I'm sure you will be successful!
359,It can be really rough out there! You'll get through it! Try to stay positive and keep an open mind on what you're looking for in your next opportunity. Good luck!
361,That is good_comma_ maybe you can get him some toys to play with.
362,I get what you're saying. But in desperate situations like homelessness or poverty_comma_ is it really un-needed? Or just necessary?
364,Orthopedic surgery.  Have you thought about getting any kids?
365,Wow! I bet you are so proud of her.
366,I'm glad to hear that you have a positive perspective on it. You can change your situation if you want!
367,That is such a good friend! I'm glad everyone is safe!
370,That sounds like a pretty wild and messy break-in!
371,I am sure you will get your mailbox fixed too
372,Good luck my friend. You'll find something in time.
373,That's so sad_comma_ I hope you can recover from this embarrassing moment!
374,Oh wow that is quite some amount of cat hair to deal with. Is she a big cat?
375,Wow that's a pretty unique adventure. I hope it goes well for you
376,I see_comma_ I am sorry to hear that. It must be uncomfortable for sure.
378,I know what you mean!  It's nice when someone can balance out the talk and show interest in others for once.
379,I hope you get it soon!
380,Don't worry just try to live with this thing and no one will be able to know about it
381,Oh wow that's an amazing coincidence! I bet you guys had a blast catching up.
382,Did they need to go somewhere fast so she didn't fall off?
384,Maybe your sister will help
386,Maybe there is another way.
388,I'm so happy for you. Your friend sounds like an awesome person.
389,That's awesome! Maybe you should get back out there and try again. You can be like Tony Hawk!
390,"It's never too late. Everytime you meet another mom who is doing the same thing, just remember it's not about you or your parenting, it's about being a parent."
391,What is his age?
392,That is good to hear! Hopefully no one got hurt and you can learn from that experience to stay alert.
393,Yeah it is. I have to clean up accidents too. Its so gross and smells. And the worst part is when they pee on you.
394,Yay! I am so glad to hear that.  That would be so stressful for you.
396,Oh that sounds exciting! Do they have any other openings if not this one?
397,That sucks. What happened?
398,Oh my goodness! I bet it would be the same if we had kids.
399,You are doing good! You sound very caring.
400,It certainly is!  And don't forget to be nice to yourself.
401,They must have been really gross
402,That is a great hobby! How old is she?
403,Oh dear! I'm sure you were mortified. I'd be too
404,I am sure you were very understanding and patient though! That can be a real challenge to deal with especially when your in a hurry. I hope everything else went well at the end.
405,"Absolutely! I've had my pup for 12 years now and he's gotten much better at being a civilized human. But there was some rough stuff in the beginning. It was awesome, though."
407,That's really creative!
408,You just go home_comma_ get something to drink or eat_comma_ try to relax. It is hard but it gets better. You'll be an awesome parent!
409,I'm glad that everything worked out
410,It's always fun to think back on all the good times and memories with family
411,wow thats terrible! im sorry you have to miss out on it
412,Thats awesome! He is going to change the world one day!
413,Yes I do_comma_ two boys.
415,That is so funny.  She sounds like a great little girl.
417,I am glad to hear that too_comma_ you are very lucky!
418,That's awesome! They can be so aloof at first. What did you do next?
419,Oh wow! What happened then?
420,She must have been a sweet little girl_comma_ don't beat yourself up over it.
421,Well_comma_ the best thing you can do is focus on your own goals and dreams instead of comparing yourself to others.
422,Oh wow_comma_ congratulations!  What are you going to name him?
424,Ohh. That means he has to have some rough moments to toughen him up a bit!
426,That is awesome. You should keep up the work.
427,That's true. It's so tough to stick with it sometimes. I'm glad you did it. Do you have more weight to lose?
428,Same here!
429,yes i understand
430,I'm sorry about that.    I hope you can find someone who is not struggling with addiction.
431,It always is worth it in the end.
433,That's too bad. I hope she can forgive you and that your dad is not too mad at you either.
435,Wow_comma_ that's quite an adventure_comma_ it's exciting but also overwhelming at times
436,That's great news! Congratulations! What did you name him?
437,I'm glad you are able to look back and appreciate that. That's what matters most - time with our loved ones.
438,That is so sad_comma_ I hope you find someone in your life who doesn't want anything from you.
439,I'm just glad you are setting a good example for your son.
440,That must've been hard for you_comma_ but it's great that you're taking the time to help out some of them and maybe find one to adopt in the future?
441,That's understandable. You need to take care of your baby first. I am happy for you!
442,Yes definitely_comma_ my mom used to say that as well.
443,That is so unfair. I hate when people copy others.
444,Haha yeah definitely! That one was a great console_comma_ so many good memories playing it with my friends in our basement.
445,Wow that's scary! Did you call anyone?
446,that is so wonderful to hear.. good for her.
448,What a sweet story! I'm sure that she will be grateful to you forever.
449,Wow_comma_ That's bold of her.
450,I guess that's what makes being alive so precious though. So many things could happen at any moment and we don't always have a chance to prepare for them.
451,That is really sweet of him!
452,Oh that sounds great. They're really reliable too.
453,Oh no _comma_well don't worry I am sure everything will be perfect. Take it easy and enjoy your life at least for a little longer.
454,It is. But they are very expensive and have horrible customer service
455,That's terrible. It will take time but maybe you can forgive one day.
456,I'm sorry you had a tough time!  Hopefully it wasn't too expensive and won't be for long before the car is ready.
457,That is horrible! Her being there must be difficult for you and your girlfriend
458,I see_comma_ well what exactly were you trying to do or what did you try?
459,Awesome! I bet that was an adventure to say the least
460,That's great! Glad you got a break from work for sure_comma_ though.
461,Oh_comma_ you guys go to a club?
462,Oh_comma_ okay. Well you shouldn't have felt bad then.
463,That's a good start!
464,What kind of secret?
465,You were really struggling_comma_ but you will get through it!
466,if its really a one time thing its not worth it.
467,Im sorry dude_comma_ my dad just passed a few months ago so i know how you feel.
468,So happy for you both
469,I think we all do something bad as kids and sometimes it can stick with us for years to come. But you are trying to move forward and thats the important thing!
470,yes they are!
471,good for you
472,It's okay to take some time to process your emotions and grieve before introducing another pet into the home.
473,You did? Are you okay?
475,What is the name of that game?
476,It's rough_comma_ but you can overcome it with time.
477,That's the worst part of having an accident at work. People are always talking about you
478,Oh wow that sounds like a really fun time! Congrats!!
479,I think you'll be fine just be careful of what you eat. Just don't go for any greasy foods that can make things worse. You want to keep your body healthy and strong while you're trying to win her over. Don't worry_comma_ if there's one thing I learned from my experience it is that patience is very important in such situations. I think you have the time you need_comma_ so just be confident and believe in yourself.
480,It's pretty hot where I am now.
483,wow_comma_ that sounds so interesting_comma_ i hope you do great
484,I love zoos_comma_ how exciting
485,No.  If you had a problem with someone you would know it.
486,Congrats on the house! I'm sure that was exciting. Are you looking for furniture?
487,im glad you got everything covered
488,Oh wow_comma_ that sounds fun. I've never done it before but I've heard stories about how exciting it can be.
489,Congrats on the home!  What did it cost?
490,Wow! That is nice. How much did it cost?
491,Oh wow!! That's so sweet of her to get you something so thoughtful and expensive like that!
492,"Well, don't worry... you will do just fine! I wish you the best of luck in your search for employment"
494,Oh no_comma_ that is terrible. What were you working?
495,That is so disappointing when you're hungry too.
496,yes very much so
497,I am sure they are happy that you have their pictures.  That must be so nice.  I do not think I would want to part with my old photos for any amount of money.  They are a treasure!
499,Oh my goodness. That must be stressful! I'm glad everything turned out okay in the end.
500,I haven't been able to build one yet. My kids are grown and moved out but have a few in their backyard of course!
501,Oh no_comma_ I'm so sorry for your loss. What is going to be the hardest part about this?
502,That's horrible. I would have been mad too
503,I hope you get an A!
504,I have once or twice. We were at a hotel in Florida on vacation
505,Oh nice! That's really thoughtful of him to get you one. You're lucky man lol.
506,Oh wow_comma_ I can only imagine! Hopefully you didn't lose too much money
508,It's worth a shot. It could change things for the better.
510,Well thats a good start then. You are more of a calm person than most.
511,That would be hard to pass up!
512,Aww thats sad.. I'm sure it meant alot to you though!
513,Yes_comma_ it can be a very scary event to go through. Glad that your family is safe.
515,Oh wow!  That's awesome!  Tell me more about your wife and what makes her tick!
516,i think it would've been better to be honest with him. he probably wouldn't have gotten too upset_comma_ but who knows how things could have gone.
517,I hate that! You will get over it though
518,That's rough. Hopefully you're feeling better now.
519,Try selling it back or give it to a family member
520,I will! But my wife is a mess. She has been through trauma and abuse_comma_ so she is very anxious about everything.
521,I can imagine. I'm glad you had such a great time!
522,What? That sounds so wrong and I hope you are not taking classes with this professor again.
523,You should celebrate in any way you can.
525,I'm glad you were able to get through it safely. It can be pretty scary hearing about a tornado and not knowing where it's going to land!
528,Yuck! Glad you found it and were able to get rid of it!
529,That can be tough. I'm sorry you didn't get to really connect with her. Maybe next time will go better.
530,Yeah it's a tough one.  You will get over it eventually.
531,Exactly_comma_ I want my child to be able to walk without a limp..and for me not to have to use a wheelchair. We are going to get him!
532,That sounds like a great idea.
534,Maybe but I don't know if they're ready to hear it all yet!
535,How long did you work there?
539,I might have to in the spring_comma_ I hope so!
542,That sounds horrible!  I can imagine that would be stressful
549,Well there you go!  It just goes to show how hard it is to lower our energy consumption when they are raising it anyway.  Hopefully next year will be better for you though.
550,I know the feeling_comma_ I already have almost all my kids stuff ready to go too
551,Oh no! That must have been so embarrassing for you.
553,I am sure you are a great speaker too!
554,Oh wow_comma_ congratulations! What do you need the most?
555,That's a long time! I know how you feel. Hang in there.
557,How long has it been open?
558,That's awesome. So you're saying that you lost weight?
559,I used to do the same thing with my favorite foods_comma_ but now I enjoy trying new dishes.
560,That's good for you! I would do much better if I had that kind of self control over my food habits.
561,I hope you are doing okay. I hate when insurance fails like that.
562,It could have been bad for him. You feel guilty about it though. That's good
563,That sounds like fun!  You are so lucky to have such an awesome mother!
564,Try freelancing or online tutoring?
565,I think I need one of those too haha!
566,Oh no_comma_ I hope things go well for you!
567,why did you do that? I know it can be hard but I'm so sorry you had to go through that
568,That is a good way to handle it.
569,oh no_comma_ that is terrifying!
570,That's great. Good luck
571,That's cool_comma_ I have an old GameCube which has some great games as well but it's a bit of a pain to use as emulators are not that good
572,Do you ride trains often? Maybe it will get easier for you the next time.
573,They are good ones_comma_ you will be happy with it
574,That's cool. It definitely holds up well as a movie even after so many years
575,Maybe try to focus on something you've been wanting to do for a long time. If it's out of your hands then maybe take some classes or get training so that when the right opportunity comes along you are ready for it.
576,You should have taken it to court!
577,You will be able to ride on any trails and not worry about having to push your bike as well. It is a great workout too.
578,I can't wait to see what you do with your new home!
579,Yeah_comma_ it's very hard but if there is someone who wants to pay for everything else in the house_comma_ they should really step up and take care of that part of their share of the household bills.
580,I am so sorry for your loss. Losing pets is the hardest thing ever.
581,What kind of computer work were you doing?
582,That is awesome! I bet they were beautiful!
583,That's nice of them!  It sounds like you're lucky to have such caring parents.
584,It is always better to be safe than sorry.
585,I'm sorry to hear that. Hopefully your friend won't find out about it.
586,Exactly! And don't give up! You'll get it eventually.
587,thats awesome you were able to escape and not get hurt
588,thats nice
589,Oh that's awesome. I hope you have a happy and fulfilling career in your new role!
590,Oh I see. Yes it is great! I like Lin Manuels work as well.
591,Yes I agree completely_comma_ it's peaceful when you're not thinking about anything else but the moment!
592,yea i can understand but still feel bad about it. hope you did well though!
593,Sometimes life can get crazy but make sure you have your priorities right_comma_ especially when it comes to the people you love!
594,thats so sad. i know how you feel
595,Sorry to hear that. Do you feel better now?
596,Yes_comma_ I can understand that
597,That's awesome_comma_ I've seen it on TV_comma_ but never live!
598,thats great
599,im glad you escaped
600,that is nice of you
601,That is awesome! You guys are meant to be
602,You should take some precautions next time.
603,You should try out for your local choir or audition on American idol!
604,Wow that's impressive. Must have been a good day for them!
605,I'm sorry_comma_ I hope you don't have to deal with it again.
607,I love surprise visits! It's great when they turn out to be positive ones.
608,You should at least talk it through with them or a trusted friend. You need closure!
609,What a creepy little thing!
610,you will get it!! keep up the good work and dont worry about it too much.. just live life
612,hahahaha .. i think everyone has been there before. dont worry_comma_ you'll find someone soon enough!
613,It's okay if it just happened once_comma_ but make sure you both have an open and honest conversation about it!
614,Thats pretty bad. Did you ever tell the truth to them?
615,I bet it was! Those are special moments to cherish forever
616,That is so great to hear!  You must have really worked hard to lose those pounds.  I am sure they can tell by how you look.  Congratulations!
617,I'm sorry to hear that_comma_ what did you do instead?
618,No its a slang term for police in South Africa
620,Ughh! That is disgusting_comma_ poor guy! Hopefully it was only one time.
621,me too_comma_ but not as much as you
622,That's understandable but I hope it wasn't too far from home lol
623,Oh no! That's too bad!  Maybe next time you'll be the big winner!
624,Well that's good to hear_comma_ glad you were okay!
625,That is very sad_comma_ I hope you find peace in your grief
626,i hope things get better for you i know it wont be the same but its good that you are not alone in your grief
627,"In my opinion, it's because of ratings. They don't like us if we keep questioning them."
628,That is clever of you. I wish I was that smart.
629,Well thats good to hear _comma_ you will do fine my dude
630,I'll look for that on my next trip!
631,Yes I'm excited about that too.
632,That's awful. I'm sure you're doing well and coping as best you can though!
633,I'm sure she will. I know it's hard to trust someone after hearing something like that_comma_ but you've been with them for so long!
634,You seem very positive about it. I think you will
635,Oh yeah I've heard of that. Its a musical about American history right?
636,Oh no_comma_ that sounds like it could have been serious! Thankfully she seems to be okay now though.
637,That sounds like it was a lot of fun!
638,Well_comma_ in that case you are doing great_comma_ just keep up the good work!
640,I can imagine that.  I'm sure he is watching over you from above_comma_ making sure everything is okay.
641,That's awesome! I'm sure she appreciated your effort.
642,Yeah that would be fun for him! But then it's a lot of work to clean up after.
643,thats understandable im sorry man
645,I'll have to give it a shot.  I hope it's worth the investment of the money
646,thats awesome
648,That's what people keep telling me lol
649,That sounds horrible_comma_ I hope it goes away soon!
650,Well at least you don't have to worry about it now. Honeymoon should be fun!
651,That's the right attitude! I hope you get to achieve your own goal soon!
652,That makes sense_comma_ I think that's a great lesson to take away from being in a relationship!
653,Oh wow_comma_ that must be so much fun!
654,thats smart.. you should be proud of him too
655,Wow that is a lot of weight. Keep up the good work and you'll be there in no time.
656,That's wonderful. I'm sure you are proud of her.
658,That's awesome that you guys got a chance to catch up! Good for your mental health too.
660,So it will be nice to hang out with her?
662,Yeah it's always the same thing with me. It is so hard because you get attached to the animal.
663,Oh I see... maybe you can pay him rent so he can get back on his feet? Or talk it over with your landlord?
664,I see. I have heard that people who work out alone tend to get better results than those in groups.
665,That's true.  It's nice to be completely disconnected and just live in the moment!
666,I hope you win. That's not cool at all. I would be mad too if that happened to me!
667,That sounds like a great time!
668,Try joining a club or group that you're interested in!
669,Well that's good. I am glad it wasn't poisonous.
671,Yes you can even find them at Walmart!
673,Yeah I guess so. Life can be frustrating but as you said it's a gift. We should cherish it and make the most of every moment.
674,I thought those were done by the wealthy! I'd like that_comma_ would be fun!
675,Maybe we can teach them how to be better than us so they don't go back to the way things were before!
676,Hopefully you will be able to do something soon to help her before its too late _comma_ i feel for you
677,Aww_comma_ that is so awesome! You must have loved it.
678,That one's ok_comma_ but there are much worse ones out there!
679,I'm sure she will do great things with her life
680,Very nice indeed that is an awesome car!
681,What kind of work do you plan on doing with that degree?
682,You could try writing a letter.  That can be difficult too though.
683,That is great_comma_ do they live far from your place?
684,How long ago was it that you graduated from high school?
685,That sounds terrifying! I've heard that one before. Did they find her in real life too?
686,Where are you guys from? I've never heard of that before!
687,i know how you feel! i still have mine but he is getting old and the time will come soon.
688,He is the worst president we have had in a long time.
689,Oh no_comma_ hope it heals up for ya!
